name,address,city,state,postal_code
Five Star Restaurant,6667 Germantown Ave,Philadelphia,PA,19119
Blimpie,"5120 W Overland Rd, Ste A",BOISE,ID,83705
District Donut & Coffee Bar,5637 Magazine St,New Orleans,LA,70115
Meritage,500 S 20th St,Philadelphia,PA,19146
Helen's Hot Chicken,"1801 Jefferson St, Ste 101",Nashville,TN,37208
Burger King,3554 Central Ave,Saint Petersburg,FL,33711
Vegelicious,513B Fisk St,Nashville,TN,37203
Yoshi,1600 John F Kennedy Blvd,Philadelphia,PA,19103
el sabor mexican and chinese food,"6010 Madison Ave, Ste B",Indianapolis,IN,46227
Steel City Coffeehouse & Brewery,203 Bridge St,Phoenixville,PA,19460
Red Zone Old City,35 S 2nd St,Philadelphia,PA,19106
Marie Callender's Restaurants & Bakeries,245 S Wilmot Rd,Tucson,AZ,85711
Magpies Gourmet Pizza,605 N 4th Ave,Tucson,AZ,85705
Subway,701 Metairie Rd,Metairie,LA,70005
Movie Tavern Collegeville,140 Market St,Collegeville,PA,19426
Just Like Nannie Fixed It,,Nashville,TN,37211
KFC,2212 E Fowler Ave,Tampa,FL,33612
Old Millstream Inn,912 S Main St,Saint Charles,MO,63301
Chef Macjon's,81 W Lancaster Ave,Downingtown,PA,19335
Moe's Southwest Grill,11140 Starkey Rd,Largo,FL,33773
Caribbean Twist,3328 W Columbus Dr,Tampa,FL,33607
Bobo's Restaurant,2938 E Grant Rd,Tucson,AZ,85716
Cafe Breve,120 S Central Ave Lobby,Clayton,MO,63105
Wah-Gi-Wah,4447 Chestnut St,Philadelphia,PA,19104
Carl's Jr,1609 Entertainment Ave,Boise,ID,83709
Neyow's Creole Cafe,3340 Bienville St,New Orleans,LA,70119
PYT,"The Piazza At Schmidts, 1050 N Hancock St",Philadelphia,PA,19123
Olive Garden Italian Restaurant,17011 Palm Pointe Dr,Tampa,FL,33647
The Blue Owl,5 W Canon Perdido,Santa Barbara,CA,93101
La Parada Restaurant,301 Kietzke Ln,Reno,NV,89502
Zagol Ethiopian Restaurant,3314 S McCarran Blvd,Reno,NV,89502
Grill N Dutchy,5522 Germantown Ave,Philadelphia,PA,19144
Melt,5056 E Broadway,Tucson,AZ,85711
Fruit Shack Smoothies & Yogurt,"10785 N Oracle Rd, Ste 143",Oro Valley,AZ,85737
Peking Chinese Restaurant,3501 S Manhattan Ave,Tampa,FL,33629
Arby's,"100 Black Horse Pike, Suite E-1",Audubon,NJ,08106
Captain Bob's Fresh Seafood,609 S West End Blvd,Quakertown,PA,18951
The Pump House Bar and Grill,1523 E Edwardsville Rd,Wood River,IL,62095
Brooklyn South,1437 Central Ave,St. Petersburg,FL,33705
Pie Five Pizza,2689 Gulf To Bay Blvd,Clearwater,FL,33764
Applebee's Grill + Bar,874 S State Road 135,Greenwood,IN,46143
New China,"1400 Liberty Pike, Ste 200A",Franklin,TN,37067
Mama's Famous Pizza,9047 Starkey Rd,Seminole,FL,33777
Kebab Gyro,73 White Bridge Rd,Nashville,TN,37205
McDonald's,3560 Horizon Blvd,Trevose,PA,19053
Flambeaux Smokehouse & BBQ,6617 W Judge Perez Dr,Arabi,LA,70032
MI Hungry Catering & BBQ,8660 Saint Charles Rock Rd,Overland,MO,63114
Lemon’s Bakery Cafe,320 N New Jersey St,Indianapolis,IN,46204
Sushi Express,3603 Division St,Metairie,LA,70002
Subway,24726 State Rd 54,Lutz,FL,33559
Quisqueya,345 N 12th St,Philadelphia,PA,19107
Johnny Rock's Grill,8601 Frankford Ave,Philadelphia,PA,19136
The Standard Club,127 E State St,Doylestown,PA,18901
Blue Plate,236 California Ave,Reno,NV,89509
Just Pop In! Gourmet Popcorn Shop & Cafe,6406 N Cornell Ave,Indianapolis,IN,46220
Mel's Hot Dogs,4136 E Busch Blvd,Tampa,FL,33617
Super Spuds,1601 Franklin Ave,Gretna,LA,70053
Soong Thai Pinellas Park,6527 Park Blvd N,Pinellas Park,FL,33781
Chez Louie,160 W Liberty St,Reno,NV,89501
The Porch Restaurant at The Lamb,865 W Springfield Rd,Springfield,PA,19064
Publix Super Markets,619 S Fort Harrison Ave,Clearwater,FL,33756
St Louis Pizza & Wings,128 Richardson Crossing,Arnold,MO,63010
Great Subs & More,1802 US Hwy 19,Holiday,FL,34691
Caln Pizza & Pasta,3919 W Lincoln Hwy,Downingtown,PA,19335
Aki Nom Nom Sushi & Ramen,1210 Walnut St,Philadelphia,PA,19107
Itsuki,"7127 Hollister Ave, Ste 30",Goleta,CA,93117
Nordstrom Grill,100 Christiana Mall,Newark,DE,19702
Barista Parlor,610 Magazine St,Nashville,TN,37203
The Nosh Pit,4040 Park St N,Saint Petersburg,FL,33710
McDonald's,1575 N 52nd St,Philadelphia,PA,19131
Bella Italia Pizza,2209 E High St,Pottstown,PA,19464
Sugarfire Smoke House,605 Washington Ave,Saint Louis,MO,63101
Bobby Hebert's Cajun Cannon,4101 Veterans Memorial Blvd,Metairie,LA,70002
Hot N Crazy Crab,133 E Bloomingdale Ave,Brandon,FL,33511
Magic Carpet,34th & Walnut St,Philadelphia,PA,19176
Bob Evans,102 Commercial Center Dr,Ruskin,FL,33573
Greta,10141 109 Street NW,Edmonton,AB,T5J 3M5
Subway,3517 Paris Rd,Chalmette,LA,70043
Jay's Steak & Hoagie Joint,313 W Lincoln Hwy,Penndel,PA,19047
Leziz Turkish Cuisine,611 E Passyunk Ave,Philadelphia,PA,19147
J & W Bakery,8148 Olive Blvd,Saint Louis,MO,63130
Yogulatte,1032 A Main St,Speedway,IN,46224
Roberto's Taco Shop,4455 S Virginia St,Reno,NV,89502
Amazing Wok,530 Crown Point Rd,Thorofare,NJ,08086
Sushi O Sushi,6023 Nolensville Pike,Nashville,TN,37211
Sushi Bar & Hibachi Steakhouse,35927 US Hwy 19 N,Palm Harbor,FL,34684
The Lipstick Lounge,1400 Woodland St,Nashville,TN,37206
Java Plus Cafe & Catering,"211 N Broadway, Ste 150",St. Louis,MO,63102
Hunan Wok,2201 St Bernard Ave,New Orleans,LA,70119
Nhon Hoa Sandwich Bar,10154 82 Avenue,Edmonton,AB,T6E 1Z4
Dolly's Caribbean Restaurant,1280 W Bay Dr,Largo,FL,33770
La Tolteca,1758 Allentown Roa,Lansdale,PA,19446
El Limon,61 W Lancaster Ave,Ardmore,PA,19003
Nathan's Famous,2955 Market St,Philadelphia,PA,19104
Divan Turkish Restaurant,811 Sansom St,Philadelphia,PA,19107
Noodles & Company,64 Hampton Village Plz,Saint Louis,MO,63109
The Comet Bar & Grill,106 S Easton Rd,Glenside,PA,19038
Saint Stephen,1300 3rd Ave N,Nashville,TN,37208
McDonald's,8500 Henry Ave,Philadelphia,PA,19128
Dumpling House,1828 W. 11th Street,Wilmington,DE,19805
Tacos Del Cartel,2901 David Dr,Metairie,LA,70003
Erini Restaurant,1140 River Rd,Ewing Township,NJ,08628
Choi's Oriental Market,"185 S Patterson Ave, Ste D",Santa Barbara,CA,93111
Santa Fe Mexican Grill,6501 Park Blvd N,Pinellas Park,FL,33781
Buddy's Burgers Breasts & Fries - West Chester,11 W Gay St,West Chester,PA,19380
Sakura Sushi Hibachi,926 Curlew Rd,Dunedin,FL,34698
Desi Village,4527 Baltimore Ave,Philadelphia,PA,19143
The Bagel Cafe,"2103 Branch Pike, Ste 3",Cinnaminson,NJ,08077
Lonnie's BBQ Lunch Truck,525 N 41st St,Philadelphia,PA,19104
Gautreau's Restaurant,1728 Soniat St,New Orleans,LA,70115
Chef Tony's Kitchen,4320 Megargee St,Philadelphia,PA,19136
Mikado Thai Pepper Restaurant,64-66 E Lancaster Ave,Ardmore,PA,19003
Token Ramen & Kung Fu Tea,5914 Providence Road Riverview,Riverview,FL,33578
Anatolia Deli & Market,"2340 State Rte 580, Unit B",Clearwater,FL,33763
Tokyo Buffet,8810 S Emerson Ave,Indianapolis,IN,46237
Beef 'O' Brady's,205 Apollo Beach Blvd,Apollo Beach,FL,33572
Stacks Restaurant on 38,401 NJ-38,Moorestown,NJ,08057
Jet's Pizza,946 W Lumsden Rd,Brandon,FL,33511
GFS Gordon Food Service,4574 Lafayette Rd,Indianapolis,IN,46254
Barnaby's Aston,5501 Pennell Rd,Media,PA,19063
Wings Etc,8188 Upland Way,Camby,IN,46113
Del Valle,1522 E Fowler Ave,Tampa,FL,33612
Jimmy The Greek,"Kingsway Mall, 109 St & Princess Elizabeth Ave",Edmonton,AB,T5G 3A6
Brady's Bar & Grill,2195 Galloway Rd,Bensalem,PA,19020
Caffe' Mondello,681 E Evesham Rd,Runnemede,NJ,08078
Dwntwn Social,"1000 W Kennedy Blvd, Ste 100",Tampa,FL,33606
Cafe Giovanni,117 Decatur St,New Orleans,LA,70130
Salute Bistro & Bar,4621 Ogletown Stanton Rd,Newark,DE,19713
Raising Cane's Chicken Fingers,6199 S Virginia St,Reno,NV,89502
Buffalo Wild Wings,1560 East Lincoln Way,Sparks,NV,89434
Santoro's Pizzeria,1329 W Cass St,Tampa,FL,33606
Salty Cowboy,55 E Oak St,Zionsville,IN,46077
China King,3644 Bell Rd,Nashville,TN,37214
Twisted Ranch,1731 S 7th St,St. Louis,MO,63104
Chipotle Mexican Grill,3533 Mckelvey Rd,Bridgeton,MO,63044
St. Elmo Steak House,127 S Illinois St,Indianapolis,IN,46225
Bella Cucina Foods,3 N 5 Points Rd,West Chester,PA,19380
Taiko Bistro,472 2nd St Pike,Southampton,PA,18966
Longway Tavern,719 Toulouse St,New Orleans,LA,70130
eegee's,243 E Speedway Blvd,Tucson,AZ,85705
Chef D's Breakfast,8347 Michigan Rd,Indianapolis,IN,46268
Tacconelli's Pizzeria,27 W Main St,Maple Shade,NJ,08052
China Wok,390 Jacksonville Rd,Warminster,PA,18974
Music City Diner,"102 Glen Oak Blvd, Ste 210",Hendersonville,TN,37075
Olive Grill,260 Chapman Rd,Newark,DE,19702
V & S Pizzeria,415 S Oxford Valley Rd,Fairless Hills,PA,19030
Best Shawarma Georgian Food,"926 N Olden Ave, Ste 1",Trenton,NJ,08638
Jet's Pizza,10654 Concord Rd,Brentwood,TN,37027
Wego Smokin Bbq,974 Ave C,Westwego,LA,70094
Kim's Restaurant,3709 Westbank Expy,Harvey,LA,70058
Ridge Ave Pizza & Grill,1500 Ridge Ave,Philadelphia,PA,19130
Yordana´s Cafe,9570 S Mccarran Blvd,Reno,NV,89523
Tropez St. Pete,437 Central Ave,Saint Petersburg,FL,33701
Sai Gon 2,1250 Bethlehem Pike,Hatfield,PA,19440
Mesa Burger - Montecito,1209 Coast Village Rd,Montecito,CA,93108
Okinii Modern Japanese,3818 W Lincoln Hwy,Downingtown,PA,19335
Xiang Gourmet,1304 Walnut St,Philadelphia,PA,19107
Vicky's Bistro Wine Bar,100-501 Festival Avenue,Sherwood Park,AB,T8A 4X3
Stay Golden,"2934 Sidco Dr, Ste 130",Nashville,TN,37204
Best Friends Coffee & Bagels,1060 E Main St,Brownsburg,IN,46112
The Brick House Cafe,206 S Evers St,Plant City,FL,33563
Joe's New York Diner,11701 N Florida Ave,Tampa,FL,33612
Lilac Pâtisserie,1017 State St,Santa Barbara,CA,93101
VP Square,3611 Juniata St,St. Louis,MO,63116
Marketplace Cafe,190 N Gulph Rd,King Of Prussia,PA,19406
Subway,620 Twiggs Ave,Tampa,FL,33602
Pita Uno,138 S 11th St,Philadelphia,PA,19107
Hungry Howie's Pizza,7722 E US Hwy 36,Avon,IN,46123
La Cocinita Cubana,113 Central Dr,Brandon,FL,33510
Asia Express,1506 Gulf To Bay Blvd,Clearwater,FL,33755
MrBeast Burger,,Cherry Hill,NJ,08002
SOHO Juice - Tampa,1910 N Ola Ave,Tampa,FL,33602
Cherry Blossom Japanese Restaurant,"2401 Veterans Blvd, Ste 1-3",Kenner,LA,70062
Redwood,340 South St,Philadelphia,PA,19147
Donatos Pizza,1915 Broadway,Nashville,TN,37203
Smoked and Chopped,3300 Fairmount Ave,Philadelphia,PA,19104
Big Easy Daiquiris,216 Bourbon St,New Orleans,LA,70130
Saladworks,115 E Street Rd,Feasterville,PA,19053
Villa Rosa,38 W Rte 130 S,Burlington,NJ,08016
Ukiyo,4907 N College Ave,Indianapolis,IN,46205
Bru,132 N 8th St,Boise,ID,83702
The Fifth Wheel Catering,,St. Louis,MO,63104
Zenwich - St Louis,8 1/2 S Euclid Ave,St Louis,MO,63108
Dairy Queen Grill & Chill,1501 Prater Way,Sparks,NV,89431
WuWu,"2000 Valley Forge Cir, Unit 144",King of Prussia,PA,19406
Salad Stop,"235 Lancaster Ave, Ste 7",Frazer,PA,19355
Mexican Post,104 Chestnut St,Philadelphia,PA,19106
Rockstar Pizza,922 E Main St,Brownsburg,IN,46112
House of Quon,12722 137 Avenue NW,Edmonton,AB,T5L 4Y8
Georgie's Alibi,3100 3rd Ave N,Saint Petersburg,FL,33713
MOD Pizza,"1751 Wilmington Pike, Suite F-1",Glen Mills,PA,19342
Dairy Queen,1760 W Speedway Blvd,Tucson,AZ,85745
Manny Brown's,"Neshaminy Mall, 3900 Rockhill Dr",Bensalem,PA,19020
Angelo's Pizza,401 Bridgeboro St,Riverside,NJ,08075
Ricky's Apollo Beach,6520 N US Hwy 41,Apollo Beach,FL,33572
Noshville Delicatessen,4014 Hillsboro Cir,Nashville,TN,37215
El Chuzo Bbq,7101 N Armenia Ave,Tampa,FL,33604
Long John Silver's,2305 E Main St,Plainfield,IN,46168
Taco Bell,104 N. Pottstown Pike,Exton,PA,19341
Evangeline,329 Decatur St,New Orleans,LA,70130
Red Sea Restaurant,6511 Delmar Blvd,Saint Louis,MO,63130
Domino's Pizza,2316 E Fletcher Ave,Tampa,FL,33612
Kooma,400 Justison St,Wilmington,DE,19801
Downtown Brewing Co,3755 State St,Santa Barbara,CA,93190
Cajun Invasion,"1109 Davenport Blvd, Ste 400",Franklin,TN,37069
Kaffa Crossing,4421 Chestnut St,Philadelphia,PA,19104
Boulevard American Bistro,5171 Citrus Blvd,Elmwood,LA,70123
Cafe Adriatic,3465 Deltona Blvd,Spring Hill,FL,34606
Ragazzi Pizza & Restaurant,44 W Rt 70,Marlton,NJ,08053
Zakes Cafe,444 S Bethlehem Pike,Fort Washington,PA,19034
Wendy's,6351 E. 82Nd Street,Indianapolis,IN,46250
Cafe Luna,802 1/2 Nashville Ave,New Orleans,LA,70115
Marcello's of Metairie,4860 Veterans Blvd,Metairie,LA,70006
Moxy Bistro,4584 Laclede Ave,Saint Louis,MO,63108
The Abbey,6500 W Main St,Belleville,IL,62223
Broken Spoke Cafe,1406 Brick Church Pike,Nashville,TN,37207
Blackbrick Bar,432 Cleveland St,Clearwater,FL,33755
Zeke's Restaurant,1517 Metairie Rd,Metairie,LA,70005
La Cocina De Gabby Bar & Grill,4825 N 1st Ave,Tucson,AZ,85704
Lou's Farm Mart,2450 Bristol Pike,Bensalem,PA,19020
Pat's Place,4200 Manayunk Ave,Philadelphia,PA,19128
Prime Example Jazz Club,1909 N Broad St,New Orleans,LA,70119
Chada Thai Sushi & Pho,"600 S Mt Juliet Rd, Ste 100",Mt Juliet,TN,37122
Anthony's New York Style Pizza,12041 Anderson Rd,Tampa,FL,33624
Garden Cafe,23 S Jackson St,Media,PA,19063
Mr BBQ At Mystic Oak,643 Ridge Rd,Waterloo,IL,62298
Café Lido,1111 E Cabrillo Blvd,Santa Barbara,CA,93103
McDonald's,2801 Cottman Ave,Philadelphia,PA,19149
T.G.I. Friday's,6910 N Illinois St,Fairview Heights,IL,62208
On Swann,1501 W Swann Ave,Tampa,FL,33606
3 Chefs Restaurant,323 Old York Rd,Jenkintown,PA,19046
Spaghetti House,251 Rt 73 S,Marlton,NJ,08053
Pei Wei Asian Diner,"4100 George J Bean Pkwy, Ste T7, Terminal A",Tampa,FL,33607
Casa12doce,"2 Athabaskan Avenue, Unit 8",Sherwood Park,AB,T8A 4E3
Zumi,2119 Belcourt Ave,Nashville,TN,37212
Brickside Grille,540 Wellington Sq,Exton,PA,19341
Rita's Italian Ice,220 S Providence Rd,Media,PA,19063
OsoSweet Bakery Cafe,"1609 Baltimore Pike, Ste 500",Chadds Ford,PA,19317
Wing's Restaurant,4427 Hollister Ave,Santa Barbara,CA,93110
Checkers,5129 Market Street,Philadelphia,PA,19139
Angad Rainbow Terrace,3550 Samuel Shepard Dr,St. Louis,MO,63103
Gourmet Joe's Hideaway Cafe,"300 E 2nd St, Ste 101",Reno,NV,89501
JC's Deli,2300 S Croskey St,Philadelphia,PA,19145
Nara Hookah Lounge,12433 97 Street NW,Edmonton,AB,T5G
Firehouse Subs,2617 W Kennedy Blvd,Tampa,FL,33609
Dory's Mediterranean Grill,"560 Stokes Rd, Unit 10",Medford,NJ,08055
Pizza Peddler,1177 Wilmington Pike,West Chester,PA,19382
Delicious Pho,398 - 222 Baseline Road,Sherwood Park,AB,T8H 1B5
TGI Fridays,2190 Tyrone Blvd N,St Petersburg,FL,33710
Empty Bowl Gourmet Noodle Bar,"38 W Victoria St, Ste 109",Santa Barbara,CA,93101
Wendy's,2130 S Christopher Columbus Blvd,Philadelphia,PA,19148
Upland Diner,1000 Upland Ave,Upland,PA,19013
Wok This Way,4028 - 50 Street,Edmonton,AB,T6L 5N3
K'S Kitchen,150 S Dupont Hwy,New Castle,DE,19720
Union Common,1929 Broadway,Nashville,TN,37203
Frankie's Pizza Parlor,1220 Waterway Blvd,Indianapolis,IN,46202
J's Chicken & Waffles,1628 E 6th St,Tucson,AZ,85719
Herculean Meal Prep,3832 E 82nd St,Indianapolis,IN,46240
Ulele,1810 N Highland Ave,Tampa,FL,33602
Crawdaddy's Bayou Bar & Grill,1215 W Chester Pike,West Chester,PA,19382
Sonic Drive-In,2191 Highway 41 S,Greenbrier,TN,37073
Kinnikinnick Fresh,10940 120 Street NW,Edmonton,AB,T5H 3P7
Brown's Diner,2102 Blair Blvd,Nashville,TN,37212
Benny's Pizza,1056 Mantua Pike,Wenonah,NJ,08090
Duke’s Of Marlborough,1429 Marlborough St,Philadelphia,PA,19125
Keep,417 York Rd,Jenkintown,PA,19046
Pizza Hut,913 Rivergate Pkwy,Goodlettsville,TN,37072
Denny's,555 N Fwy,Tucson,AZ,85745
Caffe Galleria,5861 York Rd,Lahaska,PA,18931
Taps Restaurant Bar & Lounge,777 North Ashley Dr,Tampa,FL,33602
R Place Bar & Grill,3412 N Dodge Blvd,Tucson,AZ,85716
Silver Peak Restaurant and Brewery,124 Wonder St,Reno,NV,89502
QDOBA Mexican Eats,6714 E 82nd St,Indianapolis,IN,46250
MCL Restaurant & Bakery,6010 E 10th St,Indianapolis,IN,46219
Hogie House,5810 E 22nd St,Tucson,AZ,85711
Creekside Sports Bar & Grille,765 N Lewis Rd,Limerick,PA,19468
Taco Bell,1037 Chestnut St,Philadelphia,PA,19107
Salt Tears Coffehouse and Noshery,4714 W State St,Boise,ID,83703
Taco Mamacita,1200 Villa Pl,Nashville,TN,37212
Ying Hui Chinese Restaurant,303 US Hwy 130,Bordentown,NJ,08505
New China Star,332 Frey St,Ashland City,TN,37015
Nello's Restaurant,2920 Calgary Trail,Edmonton,AB,T6J 7C2
RocketFire Pizza Co.,612 Veterans Memorial Blvd,Metairie,LA,70005
Flying Crust,7709 Park Ave,Pennsauken,NJ,08109
Sala Thai Cuisine,1229 Lebanon Ave,Belleville,IL,62221
The Vineyards Trattoria,250 Apollo Beach Blvd,Apollo Beach,FL,33572
Rancho San Marcos Golf Course,4600 Hwy 154,Santa Barbara,CA,93105
Steamboat Bills,248 Sanders Ferry Rd,Hendersonville,TN,37075
Roma Bakery,1018 Dekalb Pike,Blue Bell,PA,19422
Latitudes Apollo,131 Harbor Village Ln,Apollo Beach,FL,33572
Villaggio's Italian Restaurant,5861 York Rd,Lahaska,PA,18931
Max's Restaurant - Edmonton,11650 142 Street NW,Edmonton,AB,T5M 4G2
Franklin Manor,912 N Franklin St,Tampa,FL,33602
Burger King,7116 Highway 70 S,Nashville,TN,37221
Poppo's Taqueria,1033 Central Ave,St. Petersburg,FL,33705
Great Harvest Bread Co,128 E Lancaster Ave,Wayne,PA,19087
Little Caesars,542 Berlin Cross Keys Rd,Sicklerville,NJ,08081
Tano's Deli,7401 Bingham St,Philadelphia,PA,19111
Little Italy Pizza & Trattoria,342 Queen St,Philadelphia,PA,19147
Olive Garden Italian Restaurant,2602 W Brandon Blvd,Brandon,FL,33511
Perkins Restaurant & Bakery,11929 US Hwy 19,Port Richey,FL,34668
McDonald's,29 Grays Ferry Ave,Philadelphia,PA,19146
Starbucks,"41 St James Pl, Space  9-100",Ardmore,PA,19003
Charlie Gitto's,777 Casino Center Dr,Maryland Heights,MO,63043
Thai Spice,"1031 Riverside Dr, Ste G",Franklin,TN,37064
Aroma Cafe,"Bonnie Doon Shopping Centre, 83rd Street NW",Edmonton,AB,T6C
The Bower,1320 Magazine St,New Orleans,LA,70130
Hana Japanese Fusion,"6905 S Emerson Ave, Ste F",Indianapolis,IN,46237
Square 1 Burgers & Bar,3701 Henderson Blvd,Tampa,FL,33609
Empire State Delicatessen,447 St Charles Ave,New Orleans,LA,70139
Domino's Pizza,3617 Old Easton Rd,Doylestown,PA,18902
Taco Bell,361 Harmony Rd,Gibbstown,NJ,08027
Cappy's Pizzeria,3200 W Bay-to-Bay Blvd,Tampa,FL,33629
Zonie's Closet,1446 E Washington St,Indianapolis,IN,46201
Jimmy John's,901 Embarcadero Del Mar,Isla Vista,CA,93117
Perk Up Cafe,6536 Cornell Ave,Indianapolis,IN,46220
Taqueria Feliz,4410 Main St,Philadelphia,PA,19127
Sandler's On 9th,834 Chestnut St,Philadelphia,PA,19107
Cosmos Restaurant,316 S Maryland Ave,Wilmington,DE,19804
Cicala at the Divine Lorraine,699 N Broad St,Philadelphia,PA,19123
Topless Tacos And More,7045 Ridge Rd,Port Richey,FL,34668
Mister P Pizza & Pasta,2890 Dekalb Ave,Norristown,PA,19401
Meril,424 Girod St,New Orleans,LA,70130
Maypop Restaurant,611 O'Keefe St,New Orleans,LA,70113
Muntin Modern Asian Cuisine,1326 Spruce St,Philadelphia,PA,19107
Sentinel Peak Brewing Company,4780 E Grant Rd,Tucson,AZ,85712
Paddles Up Poké - Meridian,"3690 E Monarch Sky Ln, Ste 135",Meridian,ID,83646
BT To Go,3215 S MacDill Ave,Tampa,FL,33629
Thai Esane  - Brentwood,"203 Franklin Rd, Ste 100",Brentwood,TN,37027
Fronte Pizza,5980 66th St N,St Petersburg,FL,33709
Sidelines Grill,204 Ren Mar Dr,Pleasant View,TN,37146
Panda Express,4241 N. Oracle Road,Tucson,AZ,85705
Rambla,217 Camp St,New Orleans,LA,70130
Juice Ranch,"1187 Coast Village Rd, Ste 5",Santa Barbara,CA,93108
Pegasus Pizzeria,"6601 Sugar Valley Dr, Ste 115",Nashville,TN,37211
Giddy Up Breakfast Bar,4140 Manchester Ave,Saint Louis,MO,63110
Sam's Morning Glory Diner,735 S 10th St,Philadelphia,PA,19147
Elcy's Coffee House,1 W Glenside Ave,Glenside,PA,19038
Tropical Smoothie Cafe,251 E Swedesford Rd,Wayne,PA,19087
IBT's,616 N 4th Ave,Tucson,AZ,85705
Popeyes Louisiana Kitchen,6403 Charlotte Pike,Nashville,TN,37209
Dairy Queen Grill & Chill,300 Howdershell Rd,Florissant,MO,63031
Mei Hon,1030 E Irvington Rd,Tucson,AZ,85714
McCormick Deli & Hoagie Shop,3905 State Rd,Drexel Hill,PA,19026
The Dairy Cafe,321 Montgomery Ave,Bala Cynwyd,PA,19004
Busloop Burgers,10462 St Charles Rock Rd,Saint Louis,MO,63074
Subway,2101 Blair Mill Rd,Willow Grove,PA,19090
Olivia's Subs and Pizza,2318 Seven Springs Blvd,New Port Richey,FL,34655
Wild Wing,640 - 3803 Calgary Trial,Edmonton,AB,T6J 5M8
Steak ’n Shake,1501 E 86th St,Indianapolis,IN,46240
Wings To Go - New Castle,1404 N Dupont Hwy,New Castle,DE,19720
Sushi Club,"8028 S Emerson Ave, Ste BB",Indianapolis,IN,46237
Dunkin',100 Baltimore Pike,Springfield,PA,19064
The Burgerly,137 S Main St,New Hope,PA,18938
Firehouse Subs,"6606 Charlotte Pike, Ste 101",Nashville,TN,37205
Pumpernickles Delicatessen,11036 Olive St Rd,Saint Louis,MO,63141
211,211 N Tampa St,Tampa,FL,33602
Carlos' Hot Dogs,6th St & Olive St,Saint Louis,MO,63101
Akira Sushi,15501 Bustleton Ave,Philadelphia,PA,19116
Jimmy John's,12808 Olive Blvd,Creve Coeur,MO,63141
White Castle,2000 S Old Hwy 94,St. Charles,MO,63303
Magdalena's Pizzeria,2313 W Linebaugh Ave,Tampa,FL,33612
Dimaggio's That's Amore,5347 Gall Blvd,Zephyrhills,FL,33542
Crazy Bowls & Wraps,6679 Edwardsville Crossing Dr,Edwardsville,IL,62025
Relish,7152 Ogontz Ave,Philadelphia,PA,19138
Cracker Barrel Old Country Store,6150 Lazy Days Blvd,Seffner,FL,33584
Firehouse Subs,"1844 W McEwen Dr, Ste 120",Franklin,TN,37067
Thaihey Nola,308 Decatur St,New Orleans,LA,70130
Crafty's Tap Room,3332 Grant Ave,Philadelphia,PA,19114
Domino's Pizza,14764 Clayton Rd,Ballwin,MO,63011
Lee's Hoagie House,7328 Castor Ave,Philadelphia,PA,19152
Hippot Shabu Shabu,1002 Arch St,Philadelphia,PA,19107
Soleilki Japanese Fusion,10828 82 Avenue NW,Edmonton,AB,T6E 2B3
Bar Gernika,202 S Capitol Blvd,Boise,ID,83702
Union Jack Pub,6225 W 25th St,Indianapolis,IN,46224
Bajo Sexto Taco,216 Rep John Lewis Way S,Nashville,TN,37203
Morton's The Steakhouse,7822 Bonhomme Ave,Clayton,MO,63105
Hey Giant,6607 Florida Ave,Tampa,FL,33604
Pizza Hut,617 W 11th St,Indianapolis,IN,46202
Florentino's,100 W Duval Mine Rd,Green Valley,AZ,85614
Subway,10754 Sunset Hills Plz,Sunset Hills,MO,63127
Tnt burger,7206 N Dale Mabry Hwy,Tampa,FL,33614
Steak ’n Shake,5635 W 38th St,Indianapolis,IN,46254
Waffle House,6720 Saint Claude Ave,Arabi,LA,70032
Trolley Car Diner,7619 Germantown Ave,Philadelphia,PA,19119
Melody's Casual Vietnamese,47 E Butler Ave,Ambler,PA,19002
King Wok Restaurant,13631 Philmont Ave,Philadelphia,PA,19116
El Fuego Restaurante,3917 Gallatin Pike,Nashville,TN,37216
Lil Cee's,605 Douglas Ave,Nashville,TN,37207
Subway,1901 Schuetz Rd,St Louis,MO,63146
Shenanigan's Old English Pub,77 W Plumb Ln,Reno,NV,89509
Bougainvillea,"202 State St, Ste A",Santa Barbara,CA,93101
Wok To Go,259 Masonville Rd,Mount Laurel,NJ,08054
Old City Frozen Yogurt & Crepes,229 Market St,Philadelphia,PA,19106
Love Pho,652 Parsons Road SW,Edmonton,AB,T6X 1N4
Pizza Hut,23 E Airline Hwy,Kenner,LA,70062
Pizza Boli's,3883 Glendale St,Philadelphia,PA,19124
